text,item
get a realistic picture of your own qualities,6
Try to understand that the client is difficult,6
Questions if the client can be surrendered,6
Find a professional consultant from the job,6
I'll talk to a friend about it,6
I ask the client why he's not satisfied,6
I follow my hobbies and distract myself,6
I'm thinking about how to improve,6
I provide the client with other suggestions,6
I'll do something with friends.,6
I'm talking to my boss about my depression,6
I'm doing training.,6
I learn how to deal with difficult clients with techniques,6
I'm talking to my colleagues about my frustration.,6
I try to think of better alternative actions for similar situations.,6
I'm trying to keep the boss's positive feedback in mind.,6
I think back to past positive interactions with customers.,6
I wonder if I'm sad about the interaction or my position in general.,6
I'm pushing the situation to the client's character traits.,6
I'm distracting myself with pleasant things.,6
I focus on my satisfied clients and my boss' judgment.,6
"I'm thinking that it's probably not my fault, and you can't make it right for everyone.",6
I recommend the client to someone else because he's not satisfied with me.,6
"Questioning why I feel bad, boss says good!",6
Talking about the client,6
Asking colleagues for advice,6
Tell the client what he can think of,6
Distract,6
I talk to the boss or colleagues about my achievements & ask suggestions for improvement,6
I inform myself about further training,6
I ask the client for suggestions for improvement & ask what exactly does not suit him about me,6
I deal with my process with client,6
I tell the client that under these circumstances I don't work with him anymore,6
I give the clients wordless,6
I quit,6
I'm watching a cheering movie,6
I read a book about self-confidence,6
I'm complaining to my best friend,6
I'm looking for the conversation with the client and I'm asking which points exactly disturb him,6
I'm making it clear to myself that it's not true,6
I'm distracting,6
"I try to make it clear that it has nothing to do with me personally, but rather with the client",6
I'm trying to forget the client,6
I ask for work feedback from my boss,6
I gossip with my workmates,6
remind me of the many good reviews (about me),6
remind me of the confirmation of a boss several times,6
"Talk to the client about it, listen to his ideas",6
"explain to the client why I ""acted like that or something""",6
I look again for the conversation with my boss - he seems loyal and faithful to me,6
I ask the client personally what the reason for his complaint is,6
I'm telling myself that the kid is a tough guy - others will have problems with him too,6
I'm still looking for clues whether my performance might have been flawed,6
I'm telling myself that I'm going to grow in these experiences,6
I say to myself that next time in a similar situation I have to draw a line earlier,6
Meet & Distract Friends,6
handing over a colleague to the client,6
remember that my boss is satisfied & that's important,6
Thinking about how to make it right for clients,6
I'm making even more effort,6
Talk to colleagues about it,6
request that someone else take over the client,6
make me aware of successes,6
Relationship with client trying to improve,6
try to do more,6
Let business transactions with clients happen revue,6
keep the boss's words in mind again and again,6
distracting (doing something funny),6
Talk to the client,6
Keeping track of achievements so far,6
Talk to family/friends about it,6
"Make a plan, which could do better next time",6
Thinking about what complaint could solve (client himself),6
Listen to boss,6
Talk to colleagues,6
"say that guilt lies with the client, not with himself",6
Recognize your own performance,6
try to do better next time,6
Recommendations for improvement/criticism,6
I try to rejoice at the praise of my boss,6
I talk to my colleagues about the customer,6
I ask workmates how they assess my performance.,6
I'm trying to remember if anyone's ever complained about my performance.,6
I'm looking for reasons for the customer's dissatisfaction that doesn't have to do with me.,6
I ask my boss if I could do better,6
I'm gonna try harder next time,6
consider whether I or the customer is to blame,6
perform other task that confirms my abilities.,6
Talk to girlfriend about it and listen to her opinion,6
I ignore the client's opinion,6
I'll get advice from my colleagues,6
I finish working with this client,6
I try to implement the client's criticism,6
I'm trying to strengthen my self-confidence,6
I'll get some opinions from colleagues on this.,6
I'm trying to find the reason for that.,7
I'm complaining.,7
I'll find the person in charge.,7
I'm looking for advice from someone.,7
I'll talk to a friend about it.,7
I'm still trying to get the best out of it.,7
I put the blame on others.,7
I'm distracting myself.,7
Collecting evidence and thereby bringing explanation for the failure,7
complaining about the lack of awareness,7
work harder to make the time at least a bit good,7
Complain to the responsible person for the resources,7
Response,7
Take a deep breath,7
Talk to family/friends about it,7
Chop a melon on the ground,7
Tell the responsible person my feelings,7
Going into the forest,7
Start with a better operation,7
The lack of resources from the superior,7
Do something with friends,7
Core training,7
I try to find the reason for the delayed operations and to fix it for the future.,7
I'm talking to the creator of this interim report. (Obviously not me?),7
I make sure everyone knows the reason for the bad work progress.,7
Questions why it is not mentioned,7
Keep checking it all over again and again,7
Start early enough,7
"do not let stress > can happen, can change anything anyway",7
Bite Zaehne together and work hard on it from now on,7
Meditate,7
Sports,7
Situation analysis in order to be able to react better in the future,7
I'll make a statement.,7
I'll see to it that access to the equipment is guaranteed and I'll do the work.,7
I'll talk to a colleague/colleague about it.,7
I state the problem that it does not happen again.,7
"You still work your whole life, so what's going on when this work takes a little longer?",7
"If other parties are involved, you have to expect that there will be delays in the future.",7
"other resources such as friends, family,... consider equally important",7
I'll talk to the superiors about it.,7
think: it can't always do everything,7
I need more time on the next project,7
I'll have the interim report changed.,7
I focus on what I have done positively,7
I'm talking to friends about it,7
